UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,Failure_Probability,Risk_Score,Risk_Level,Predicted_Failure_Type,Failure_Type_Probability,TWF_Probability,HDF_Probability,PWF_Probability,OSF_Probability,Key_Risk_Factor,Recommended_Action
4836,M19695,M,303.4,311.9,1419,50.9,39,0,0.10458505,10.458506,Low,Normal,0.0037990403,6.54438e-06,0.0037990403,0.00016648903,3.1210988e-05,High Air Temp + Low Temp Diff,정상 모니터링
4837,L52016,L,303.3,311.8,1315,62.0,42,1,0.9982394,99.82394,Critical,HDF,0.9998703,5.5617234e-06,0.9998703,8.620436e-05,0.00046137228,High Air Temp + Low Temp Diff,즉시 점검: Air Temperature / Temperature Difference
4838,H34251,H,303.3,311.8,1806,27.7,44,0,0.00032850815,0.032850813,Low,Normal,0.00022312853,3.1002004e-05,0.00022312853,9.7557684e-05,2.569523e-05,High Air Temp + Low Temp Diff,정상 모니터링
4839,H34252,H,303.3,311.8,1649,29.4,49,0,0.002627457,0.2627457,Low,Normal,0.00022312853,2.7932065e-05,0.00022312853,9.7557684e-05,2.569523e-05,High Air Temp + Low Temp Diff,정상 모니터링
4840,H34253,H,303.4,311.9,1402,50.0,54,0,0.043429986,4.3429985,Low,Normal,0.0041911225,6.5846284e-06,0.0041911225,0.000100767895,3.1195843e-05,High Air Temp + Low Temp Diff,정상 모니터링
4841,L52020,L,303.4,311.9,1298,63.9,59,1,0.99748635,99.748634,Critical,HDF,0.9998611,6.582977e-06,0.9998611,7.208848e-05,0.00054209685,High Air Temp + Low Temp Diff,즉시 점검: Air Temperature / Temperature Difference
4842,M19701,M,303.3,311.8,1441,44.9,61,0,0.05094317,5.094317,Low,Normal,0.0004949055,1.0189929e-05,0.0004949055,0.00022262661,2.569523e-05,High Air Temp + Low Temp Diff,정상 모니터링
4843,M19702,M,303.3,311.8,1489,49.4,64,0,0.004713492,0.4713492,Low,Normal,0.0008450207,5.543206e-06,0.0008450207,0.00014234877,4.7297206e-05,High Air Temp + Low Temp Diff,정상 모니터링
4844,L52023,L,303.3,311.8,1842,24.5,67,0,0.00040458675,0.040458675,Low,Normal,0.00021936947,3.477756e-05,0.00021936947,4.299617e-05,3.6483096e-05,High Air Temp + Low Temp Diff,정상 모니터링
4845,M19704,M,303.4,311.8,1316,50.9,69,1,0.99904543,99.90454,Critical,HDF,0.9999409,4.793677e-06,0.9999409,0.00012226783,3.8858077e-05,High Air Temp + Low Temp Diff,즉시 점검: Air Temperature / Temperature Difference
4846,M19705,M,303.3,311.8,1583,33.3,72,0,0.0009349822,0.09349822,Low,Normal,0.00023327682,1.0470174e-05,0.00020994313,0.00023327682,2.569523e-05,High Air Temp + Low Temp Diff,정상 모니터링
4847,M19706,M,303.3,311.8,1548,33.5,75,0,0.0014883258,0.14883257,Low,Normal,0.00027356538,1.4963804e-05,0.00020994313,0.00027356538,2.569523e-05,High Air Temp + Low Temp Diff,정상 모니터링
4848,L52027,L,303.4,311.9,1434,44.6,78,0,0.016750703,1.6750703,Low,Normal,0.00046897048,1.1139133e-05,0.00046897048,4.5633253e-05,4.2869575e-05,High Air Temp + Low Temp Diff,정상 모니터링
4849,H34262,H,303.5,312.0,1397,52.9,80,0,0.026305385,2.6305385,Low,Normal,0.0031578976,6.8997474e-06,0.0031578976,8.619614e-05,7.164036e-05,High Air Temp + Low Temp Diff,정상 모니터링
4850,M19709,M,303.5,312.0,1475,42.9,85,0,0.0017098001,0.17098,Low,Normal,0.0001834451,5.4155885e-06,0.00015190507,0.0001834451,3.0193314e-05,High Air Temp + Low Temp Diff,정상 모니터링
4851,L52030,L,303.5,312.0,1441,56.8,88,0,0.027360959,2.736096,Low,Normal,0.0026756169,1.085734e-05,0.0026756169,0.000109539804,0.000743631,High Air Temp + Low Temp Diff,정상 모니터링
4852,L52031,L,303.7,312.1,1363,51.8,90,1,0.95100135,95.100136,Critical,HDF,0.99969125,4.7029857e-06,0.99969125,6.774518e-05,5.677338e-05,High Air Temp + Low Temp Diff,즉시 점검: Air Temperature / Temperature Difference
4853,L52032,L,303.7,312.2,1619,34.9,92,0,0.00057374156,0.057374157,Low,Normal,0.00016454498,6.227732e-06,0.00016454498,6.429851e-05,4.2959076e-05,High Air Temp + Low Temp Diff,정상 모니터링
4854,L52033,L,303.7,312.2,1487,34.0,94,0,0.00054100616,0.054100614,Low,Normal,0.00015412629,1.6875567e-05,0.00015412629,6.57826e-05,4.2959076e-05,High Air Temp + Low Temp Diff,정상 모니터링
4855,L52034,L,303.7,312.2,1568,33.8,96,0,0.00041144152,0.04114415,Low,Normal,0.00014903376,7.1031286e-06,0.00014903376,6.57826e-05,4.2959076e-05,High Air Temp + Low Temp Diff,정상 모니터링
4856,L52035,L,303.7,312.3,1375,46.2,98,0,0.26038027,26.038027,Medium,HDF,0.24389184,1.2940465e-05,0.24389184,6.4806176e-05,3.908508e-05,High Air Temp + Low Temp Diff,추세 모니터링 및 예방 점검
4857,M19716,M,303.6,312.3,1698,31.3,100,0,0.00030047854,0.030047854,Low,Normal,0.00020115334,5.5547107e-06,6.883635e-05,0.00020115334,3.0193314e-05,High Air Temp + Low Temp Diff,정상 모니터링
4858,L52037,L,303.7,312.3,1606,37.4,103,0,0.00038237683,0.038237683,Low,Normal,6.6341454e-05,2.6495116e-05,6.088895e-05,6.6341454e-05,4.2959076e-05,High Air Temp + Low Temp Diff,정상 모니터링
4859,L52038,L,303.7,312.3,1349,51.0,105,0,0.18059602,18.059603,Low,Normal,0.0945809,6.4622177e-06,0.0945809,0.00015163749,4.4089225e-05,High Air Temp + Low Temp Diff,정상 모니터링
4860,L52039,L,303.7,312.4,1535,38.6,107,0,0.00028957773,0.028957773,Low,Normal,7.3756375e-05,1.152985e-05,5.5055978e-05,7.3756375e-05,4.2959076e-05,High Air Temp + Low Temp Diff,정상 모니터링
4861,M19720,M,303.6,312.4,1504,49.5,109,0,0.0003377232,0.03377232,Low,Normal,0.0005262543,7.6270553e-06,8.595556e-05,0.0005262543,9.265259e-05,High Air Temp + Low Temp Diff,정상 모니터링
4862,L52041,L,303.5,312.3,1946,21.1,112,0,0.00021918192,0.021918193,Low,Normal,0.00010490938,3.1783544e-05,5.443961e-05,0.00010490938,4.2869575e-05,High Air Temp + Low Temp Diff,정상 모니터링
4863,L52042,L,303.5,312.1,1326,55.7,114,0,0.23812896,23.812897,Medium,HDF,0.09891224,8.6718455e-06,0.09891224,0.00014451485,0.00010154759,High Air Temp + Low Temp Diff,추세 모니터링 및 예방 점검
4864,M19723,M,303.6,312.3,1915,22.3,116,0,0.0006379119,0.06379119,Low,Normal,0.0003104397,4.4736287e-05,6.7237954e-05,0.0003104397,3.0193314e-05,High Air Temp + Low Temp Diff,정상 모니터링
4865,L52044,L,303.6,312.3,1451,43.4,119,0,0.00023383019,0.023383018,Low,Normal,0.00012994072,5.297392e-06,4.4789133e-05,0.00012994072,4.2869575e-05,High Air Temp + Low Temp Diff,정상 모니터링
4866,M19725,M,303.5,312.3,1624,34.8,121,0,0.00048381402,0.048381403,Low,Normal,0.00019606092,6.3123593e-06,6.799922e-05,0.00019606092,3.0193314e-05,High Air Temp + Low Temp Diff,정상 모니터링
4867,L52046,L,303.6,312.4,1781,28.7,124,0,0.00011577386,0.0115773855,Low,Normal,7.6036544e-05,2.1469934e-05,5.5055978e-05,7.6036544e-05,4.2869575e-05,High Air Temp + Low Temp Diff,정상 모니터링
4868,L52047,L,303.6,312.5,1345,54.1,126,0,0.006833288,0.6833288,Low,Normal,0.00015296628,8.1801345e-06,0.00015296628,8.424721e-05,5.5132787e-05,High Air Temp + Low Temp Diff,정상 모니터링
4869,L52048,L,303.6,312.4,1418,46.0,128,0,0.0010558914,0.10558914,Low,Normal,0.00010443567,1.1120781e-05,4.0331917e-05,0.00010443567,4.2869575e-05,High Air Temp + Low Temp Diff,정상 모니터링
4870,L52049,L,303.7,312.4,1718,26.5,130,0,0.00020507455,0.020507455,Low,Normal,5.7556837e-05,3.0104216e-05,5.5055978e-05,5.7556837e-05,4.2959076e-05,High Air Temp + Low Temp Diff,정상 모니터링
4871,M19730,M,303.7,312.4,1631,28.5,132,0,0.0010738207,0.107382074,Low,Normal,0.00017471384,3.6767156e-05,6.799922e-05,0.00017471384,3.0256353e-05,High Air Temp + Low Temp Diff,정상 모니터링
4872,L52051,L,303.7,312.4,1513,40.1,135,0,0.00014094046,0.014094046,Low,Normal,0.000109732704,1.1106388e-05,4.4789133e-05,0.000109732704,4.2959076e-05,High Air Temp + Low Temp Diff,정상 모니터링
4873,L52052,L,303.7,312.4,1316,59.3,137,0,0.016764775,1.6764774,Low,Normal,0.000529644,1.0296522e-05,0.0002655281,0.00010839547,0.000529644,High Air Temp + Low Temp Diff,정상 모니터링
4874,M19733,M,303.7,312.4,1474,38.8,139,0,0.00038038267,0.03803827,Low,Normal,0.00030760962,1.1754753e-05,7.0660695e-05,0.00030760962,3.0256353e-05,High Air Temp + Low Temp Diff,정상 모니터링
4875,L52054,L,303.8,312.5,1619,30.9,142,0,0.0001405707,0.01405707,Low,Normal,5.5055978e-05,1.8921575e-05,5.5055978e-05,5.1475585e-05,4.2959076e-05,High Air Temp + Low Temp Diff,정상 모니터링
4876,L52055,L,303.7,312.4,1702,31.2,144,0,0.00018692634,0.018692633,Low,Normal,5.5055978e-05,6.567871e-06,5.5055978e-05,3.89408e-05,4.2959076e-05,High Air Temp + Low Temp Diff,정상 모니터링
4877,M19736,M,303.7,312.4,1540,37.4,146,0,0.0004327682,0.04327682,Low,Normal,0.00022136932,1.48294275e-05,7.0660695e-05,0.00022136932,3.0256353e-05,High Air Temp + Low Temp Diff,정상 모니터링
4878,M19737,M,303.7,312.4,1546,33.7,149,0,0.00068669376,0.06866938,Low,Normal,0.0001763709,2.0034857e-05,6.799922e-05,0.0001763709,3.0256353e-05,High Air Temp + Low Temp Diff,정상 모니터링
4879,L52058,L,303.7,312.4,1348,51.0,152,0,0.004291683,0.42916828,Low,Normal,0.00019275793,1.2040818e-05,0.00019275793,5.908063e-05,6.511939e-05,High Air Temp + Low Temp Diff,정상 모니터링
4880,H34293,H,303.7,312.5,1520,35.6,154,0,0.0007391386,0.07391386,Low,Normal,0.00012421233,0.00010876915,6.934863e-05,0.00012421233,3.0256353e-05,High Air Temp + Low Temp Diff,정상 모니터링
4881,M19740,M,303.8,312.6,1527,41.9,159,0,0.00038585626,0.038585626,Low,Normal,0.00020284088,4.171687e-05,5.6384473e-05,0.00020284088,3.0256353e-05,High Air Temp + Low Temp Diff,정상 모니터링
4882,M19741,M,303.8,312.6,1406,47.1,162,0,0.0067840107,0.67840105,Low,Normal,0.00022072798,7.257496e-05,0.00011266537,0.00022072798,3.6149206e-05,High Air Temp + Low Temp Diff,정상 모니터링
4883,L52062,L,303.7,312.5,1462,46.2,165,0,0.0011909822,0.11909822,Low,Normal,0.00010186502,5.563246e-05,0.00010186502,8.112847e-05,5.3243988e-05,High Air Temp + Low Temp Diff,정상 모니터링
4884,M19743,M,303.8,312.6,1684,29.3,167,0,0.0011812791,0.118127905,Low,Normal,0.00013728393,4.9221664e-05,6.799922e-05,0.00013728393,3.0256353e-05,High Air Temp + Low Temp Diff,정상 모니터링
4885,H34298,H,303.8,312.5,1655,28.0,170,0,0.00057859474,0.057859473,Low,Normal,0.00017804487,5.6923112e-05,6.673657e-05,0.00017804487,3.0256353e-05,High Air Temp + Low Temp Diff,정상 모니터링
4886,H34299,H,303.8,312.5,1748,25.1,175,0,0.00049083494,0.049083494,Low,Normal,0.00016291231,5.0216986e-05,6.673657e-05,0.00016291231,3.0256353e-05,High Air Temp + Low Temp Diff,정상 모니터링
4887,L52066,L,303.8,312.5,1372,45.7,180,0,0.008887646,0.88876456,Low,Normal,0.0005827056,3.8859263e-05,0.0005827056,0.0001589851,4.8592694e-05,High Air Temp + Low Temp Diff,정상 모니터링
4888,L52067,L,303.7,312.5,1481,33.3,182,0,0.0003751216,0.03751216,Low,Normal,0.00017911948,2.9621116e-05,5.985476e-05,0.00017911948,4.2959076e-05,High Air Temp + Low Temp Diff,정상 모니터링
4889,L52068,L,303.7,312.4,1512,39.2,184,0,0.00060500426,0.060500424,Low,Normal,0.00018533297,0.000102987346,6.644966e-05,0.00018533297,4.5533405e-05,High Air Temp + Low Temp Diff,정상 모니터링
4890,L52069,L,303.7,312.5,1632,36.6,186,0,0.00037240898,0.037240896,Low,Normal,0.00018533297,3.9541635e-05,6.644966e-05,0.00018533297,4.5533405e-05,High Air Temp + Low Temp Diff,정상 모니터링
4891,L52070,L,303.7,312.4,1525,43.9,188,0,0.00028388444,0.028388444,Low,Normal,0.00019574804,3.81851e-05,0.00010397708,0.00019574804,4.6471385e-05,High Air Temp + Low Temp Diff,정상 모니터링
4892,M19751,M,303.7,312.3,1756,26.4,190,0,0.0009995745,0.09995745,Low,Normal,0.0002381672,9.135756e-05,0.00013093387,0.0002381672,3.297173e-05,High Air Temp + Low Temp Diff,정상 모니터링
4893,L52072,L,303.7,312.3,1922,23.1,193,0,0.00082975836,0.082975835,Low,Normal,0.00012998273,0.00012998273,8.341781e-05,4.56693e-05,4.692204e-05,High Air Temp + Low Temp Diff,정상 모니터링
4894,M19753,M,303.8,312.5,1448,44.3,195,0,0.0015296043,0.15296043,Low,Normal,0.00027002054,3.8955397e-05,5.8990157e-05,0.00027002054,3.297173e-05,High Tool Wear / High Air Temp + Low Temp Diff,정상 모니터링
4895,H34308,H,303.8,312.5,1447,46.6,198,0,0.0018435778,0.18435778,Low,Normal,0.00038394603,0.00038394603,0.00012369781,0.00017461408,4.027073e-05,High Tool Wear / High Air Temp + Low Temp Diff,정상 모니터링
4896,M19755,M,303.8,312.4,1597,33.4,203,0,0.014456343,1.4456342,Low,Normal,0.0026489205,0.0026489205,0.0001570126,0.00025256258,3.749877e-05,High Tool Wear / High Air Temp + Low Temp Diff,정상 모니터링
4897,M19756,M,303.7,312.4,1642,32.3,206,0,0.025716957,2.5716956,Low,Normal,0.0058909934,0.0058909934,9.079218e-05,0.00026096852,6.244506e-05,High Tool Wear / High Air Temp + Low Temp Diff,정상 모니터링
4898,H34311,H,303.8,312.5,1525,38.0,209,0,0.11721994,11.721994,Low,Normal,0.079044566,0.079044566,9.221408e-05,0.00017144448,6.795857e-05,High Tool Wear / High Air Temp + Low Temp Diff,정상 모니터링
4899,H34312,H,303.6,312.4,1460,53.7,214,0,0.18712391,18.71239,Low,Normal,0.48780143,0.050367896,0.00011291598,0.00020292717,0.48780143,High Tool Wear / High Air Temp + Low Temp Diff / High Torque + High Tool Wear,정상 모니터링
4900,L52079,L,303.6,312.3,2168,17.7,219,0,0.010721185,1.0721185,Low,Normal,0.0062294286,0.0062294286,6.343822e-05,4.0812105e-05,0.000112323934,High Tool Wear / High Air Temp + Low Temp Diff,정상 모니터링
4901,L52080,L,303.6,312.4,1388,41.9,221,0,0.025504572,2.5504572,Low,Normal,0.03688241,0.03688241,7.318446e-05,7.501443e-05,0.000102195336,High Tool Wear / High Air Temp + Low Temp Diff,정상 모니터링
4902,M19761,M,303.6,312.3,1630,32.4,223,0,0.044985622,4.4985623,Low,Normal,0.020676801,0.020676801,9.395872e-05,0.00024255014,7.6879965e-05,High Tool Wear / High Air Temp + Low Temp Diff,정상 모니터링
4903,L52082,L,303.6,312.3,1616,29.3,226,0,0.040466096,4.0466094,Low,Normal,0.21853667,0.21853667,7.318446e-05,8.449823e-05,0.000112323934,High Tool Wear / High Air Temp + Low Temp Diff,정상 모니터링
4904,L52083,L,303.6,312.4,2232,16.8,0,0,0.0002979116,0.029791161,Low,Normal,0.0001405601,7.044164e-05,8.11619e-05,0.0001405601,4.2869575e-05,High Air Temp + Low Temp Diff,정상 모니터링
4905,H34318,H,303.6,312.4,1480,50.7,2,0,0.00057164603,0.057164602,Low,Normal,0.00025533926,4.9338637e-06,0.000117269614,0.00025533926,9.265259e-05,High Air Temp + Low Temp Diff,정상 모니터링
4906,L52085,L,303.6,312.4,1363,53.1,7,0,0.0070682247,0.70682245,Low,Normal,0.0017506026,3.831918e-06,0.0017506026,6.942783e-05,5.2059884e-05,High Air Temp + Low Temp Diff,정상 모니터링
4907,H34320,H,303.6,312.4,1436,45.6,9,0,0.0017017209,0.17017208,Low,Normal,0.00013136194,1.1010829e-05,6.373061e-05,0.00013136194,3.0193314e-05,High Air Temp + Low Temp Diff,정상 모니터링
4908,M19767,M,303.6,312.5,1607,33.7,14,0,0.00031764805,0.031764805,Low,Normal,0.00024741964,5.233589e-06,9.2111426e-05,0.00024741964,3.0193314e-05,High Air Temp + Low Temp Diff,정상 모니터링
4909,M19768,M,303.6,312.5,1459,48.2,17,0,0.0007358238,0.07358238,Low,Normal,0.00027232256,4.9160535e-06,0.00012429101,0.00027232256,3.0268444e-05,High Air Temp + Low Temp Diff,정상 모니터링
4910,L52089,L,303.5,312.4,1481,43.7,20,0,0.0003601865,0.03601865,Low,Normal,5.7217047e-05,4.2166403e-06,5.7217047e-05,4.790539e-05,4.2869575e-05,High Air Temp + Low Temp Diff,정상 모니터링
4911,M19770,M,303.5,312.4,1606,31.7,22,0,0.00027904432,0.027904432,Low,Normal,0.00022226413,8.73995e-06,9.2111426e-05,0.00022226413,3.0193314e-05,High Air Temp + Low Temp Diff,정상 모니터링
4912,L52091,L,303.5,312.3,1681,29.8,25,0,0.0004443609,0.04443609,Low,Normal,8.11619e-05,2.1957028e-05,8.11619e-05,4.8777663e-05,4.2869575e-05,High Air Temp + Low Temp Diff,정상 모니터링
4913,L52092,L,303.5,312.2,1511,37.1,27,0,0.0004421055,0.04421055,Low,Normal,8.11619e-05,3.0962943e-05,8.11619e-05,6.402971e-05,4.2869575e-05,High Air Temp + Low Temp Diff,정상 모니터링
4914,M19773,M,303.5,312.3,1593,35.2,29,0,0.00047930135,0.047930136,Low,Normal,0.0002760647,6.90942e-06,9.2111426e-05,0.0002760647,3.0193314e-05,High Air Temp + Low Temp Diff,정상 모니터링
4915,M19774,M,303.5,312.3,1532,41.7,32,0,0.00029724912,0.029724913,Low,Normal,0.00024097948,3.792118e-06,6.217316e-05,0.00024097948,3.0193314e-05,High Air Temp + Low Temp Diff,정상 모니터링
4916,H34329,H,303.5,312.3,1386,49.0,35,0,0.004481289,0.4481289,Low,Normal,0.00013907121,4.6016935e-06,0.00013907121,8.165112e-05,2.8896993e-05,High Air Temp + Low Temp Diff,정상 모니터링
4917,H34330,H,303.4,312.3,1769,27.9,40,0,0.00016545261,0.016545262,Low,Normal,0.00010395954,2.355017e-05,7.850457e-05,0.00010395954,3.0193314e-05,High Air Temp + Low Temp Diff,정상 모니터링
4918,M19777,M,303.4,312.2,1561,38.2,45,0,0.00040486862,0.04048686,Low,Normal,0.00019299518,8.196963e-06,7.283086e-05,0.00019299518,3.0193314e-05,High Air Temp + Low Temp Diff,정상 모니터링
4919,L52098,L,303.3,312.2,1457,40.7,48,0,0.00020928857,0.020928858,Low,Normal,6.417312e-05,4.9096907e-06,6.417312e-05,4.1514155e-05,3.6483096e-05,High Air Temp + Low Temp Diff,정상 모니터링
4920,L52099,L,303.3,312.2,1506,40.0,50,0,0.00012972296,0.012972296,Low,Normal,5.3032072e-05,6.5137024e-06,5.3032072e-05,4.1514155e-05,3.6483096e-05,High Air Temp + Low Temp Diff,정상 모니터링
4921,L52100,L,303.4,312.2,1337,69.4,52,1,0.998016,99.8016,Critical,PWF,0.9997788,8.201155e-06,0.00023772547,0.9997788,0.00054209685,High Air Temp + Low Temp Diff,즉시 점검: RPM / Torque / Power
4922,L52101,L,303.4,312.3,1287,54.8,54,0,0.0035273698,0.35273698,Low,Normal,0.0004886511,3.7703196e-06,0.0004886511,3.9918545e-05,4.6069807e-05,High Air Temp + Low Temp Diff,정상 모니터링
4923,M19782,M,303.4,312.2,1615,35.7,56,0,0.00031422637,0.031422637,Low,Normal,0.00018128045,6.162501e-06,7.283086e-05,0.00018128045,3.0193314e-05,High Air Temp + Low Temp Diff,정상 모니터링
4924,M19783,M,303.4,312.2,1972,23.5,59,0,0.0005048174,0.05048174,Low,Normal,0.00034308698,8.126405e-05,7.998985e-05,0.00034308698,3.0193314e-05,High Air Temp + Low Temp Diff,정상 모니터링
4925,H34338,H,303.4,312.3,1522,42.1,62,0,0.00022129249,0.022129249,Low,Normal,0.000120759105,6.3926836e-06,4.824607e-05,0.000120759105,3.0193314e-05,High Air Temp + Low Temp Diff,정상 모니터링
4926,L52105,L,303.4,312.3,1680,30.6,67,0,0.00022575038,0.022575038,Low,Normal,6.235164e-05,1.8608076e-05,6.235164e-05,4.9414397e-05,4.2869575e-05,High Air Temp + Low Temp Diff,정상 모니터링
4927,L52106,L,303.4,312.3,1502,36.0,69,0,0.0002447601,0.02447601,Low,Normal,7.537813e-05,2.6897382e-05,6.235164e-05,7.537813e-05,4.2869575e-05,High Air Temp + Low Temp Diff,정상 모니터링
4928,M19787,M,303.5,312.3,1543,33.3,71,0,0.000266887,0.026688699,Low,Normal,0.00025313947,1.0615143e-05,7.283086e-05,0.00025313947,3.0193314e-05,High Air Temp + Low Temp Diff,정상 모니터링
4929,L52108,L,303.5,312.3,1584,35.2,74,0,0.00018962393,0.018962393,Low,Normal,6.6919914e-05,8.1382805e-06,6.077206e-05,6.6919914e-05,4.2869575e-05,High Air Temp + Low Temp Diff,정상 모니터링
4930,L52109,L,303.5,312.4,1340,44.5,76,0,0.0073967907,0.73967904,Low,Normal,0.00018406833,5.4525435e-06,0.00018406833,5.2808155e-05,3.7847036e-05,High Air Temp + Low Temp Diff,정상 모니터링
4931,L52110,L,303.4,312.3,1663,33.9,78,0,0.00014589068,0.014589068,Low,Normal,9.1751295e-05,5.8396454e-06,5.8967995e-05,9.1751295e-05,4.2869575e-05,High Air Temp + Low Temp Diff,정상 모니터링
4932,M19791,M,303.3,312.1,1693,30.0,80,0,0.0006121382,0.061213817,Low,Normal,0.00029646346,2.2115206e-05,7.283086e-05,0.00029646346,2.569523e-05,High Air Temp + Low Temp Diff,정상 모니터링
4933,L52112,L,303.3,312.1,1418,44.7,83,0,0.0010794109,0.10794109,Low,Normal,4.82016e-05,6.7763494e-06,4.668744e-05,4.82016e-05,3.6483096e-05,High Air Temp + Low Temp Diff,정상 모니터링
4934,H34347,H,303.4,312.2,1554,36.8,85,0,0.00045033297,0.0450333,Low,Normal,0.00011439913,9.417296e-06,7.475806e-05,0.00011439913,3.0193314e-05,High Air Temp + Low Temp Diff,정상 모니터링
4935,L52114,L,303.4,312.2,1580,35.8,90,0,0.00021533198,0.021533199,Low,Normal,6.2951665e-05,1.0006256e-05,5.950174e-05,6.2951665e-05,4.2869575e-05,High Air Temp + Low Temp Diff,정상 모니터링
4936,L52115,L,303.4,312.3,1479,42.8,92,0,0.00018815014,0.018815015,Low,Normal,7.236639e-05,4.049072e-06,4.5043304e-05,7.236639e-05,4.2869575e-05,High Air Temp + Low Temp Diff,정상 모니터링
4937,L52116,L,303.5,312.4,1284,70.6,94,1,0.99781513,99.78151,Critical,PWF,0.99988997,1.5756876e-05,0.0002812669,0.99988997,0.00054209685,High Air Temp + Low Temp Diff,즉시 점검: RPM / Torque / Power
4938,L52117,L,303.4,312.3,1540,38.7,96,0,0.00023225727,0.023225727,Low,Normal,7.403669e-05,1.0848915e-05,5.3892083e-05,7.403669e-05,4.2869575e-05,High Air Temp + Low Temp Diff,정상 모니터링
4939,M19798,M,303.5,312.4,1606,30.1,98,0,0.0011561684,0.11561684,Low,Normal,0.00022806744,1.9999577e-05,6.883635e-05,0.00022806744,3.0193314e-05,High Air Temp + Low Temp Diff,정상 모니터링
4940,L52119,L,303.6,312.5,1286,62.4,101,0,0.013202338,1.3202337,Low,Normal,0.00054209685,7.0398924e-06,0.00029485114,0.00023840097,0.00054209685,High Air Temp + Low Temp Diff,정상 모니터링
